key,doi,title,year,venue,type,citations,strands,duplicates_merged,title_only,questions,decision,reason
doi:10.1007/s10021-015-9897-2,10.1007/s10021-015-9897-2,The Interaction Between Insect Outbreaks and Debris Slides in a Glacial Valley of the Eastern Canadian Shield,2015,Ecosystems,,5,semantic_scholar,1,1,,exclude,no-spread
doi:10.1007/s10342-013-0690-5,10.1007/s10342-013-0690-5,Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia,2013,European Journal of Forest Research,,2,semantic_scholar,1,1,,exclude,no-spread
doi:10.1007/s00300-008-0468-2,10.1007/s00300-008-0468-2,Summer distribution of wild reindeer in relation to human activity and insect stress,2008,Polar Biology,,37,semantic_scholar,0,1,,exclude,no-spread
doi:10.1139/cjz-2025-0068,10.1139/cjz-2025-0068,Characterization of Dall’s sheep (Ovis dalli dalli) post-lambing habitat in Kluane National Park and Reserve based on four decades of population monitoring,2025,Canadian Journal of Zoology,,0,semantic_scholar,0,0,q6,pass,
ttl:aerialsurveyofinsectcausedmortalityoperationrecordergathersdataquicklycheaply,,"Aerial survey of insect-caused mortality...operation recorder gathers data quickly, cheaply",1967,,,2,semantic_scholar,0,1,q6,pass,
doi:10.1016/j.rse.2009.03.008,10.1016/j.rse.2009.03.008,Mapping insect defoliation in Scots pine with MODIS time-series data,2009,,,157,semantic_scholar,0,1,,exclude,no-spread
doi:10.1656/058.008.s209,10.1656/058.008.s209,Estimating Waterfowl Densities in a Flooded Forest: A Comparison of Methods,2009,,,1,semantic_scholar,0,1,,exclude,no-spread
ttl:theapplicationofaerialphotographytoengineeringsurveys,,The application of aerial photography to engineering surveys,1956,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.isprsjprs.2012.01.009,10.1016/j.isprsjprs.2012.01.009,Multi-class predictive template for tree crown detection,2012,,,93,semantic_scholar,0,1,,exclude,no-spread
doi:10.1109/lra.2019.2894468,10.1109/lra.2019.2894468,AgriColMap: Aerial-Ground Collaborative 3D Mapping for Precision Farming,2018,IEEE Robotics and Automation Letters,,86,semantic_scholar,0,0,,exclude,off-topic
doi:10.1614/ipsm-d-12-00092.1,10.1614/ipsm-d-12-00092.1,Mapping Invasive Plant Distributions in the Florida Everglades Using the Digital Aerial Sketch Mapping Technique,2014,Invasive Plant Science and Management,,60,openalex+semantic_scholar,1,0,q2 q6,pass,
doi:10.1111/nph.14098,10.1111/nph.14098,Plant hydraulics improves and topography mediates prediction of aspen mortality in southwestern USA.,2017,New Phytologist,,92,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.rse.2009.01.013,10.1016/j.rse.2009.01.013,Prediction and assessment of bark beetle-induced mortality of lodgepole pine using estimates of stand vigor derived from remotely sensed data,2009,,,75,openalex+semantic_scholar,1,1,,exclude,off-topic
ttl:improvingestimatesofwhitetaileddeerabundancefromhelicoptersurveys,,IMPROVING ESTIMATES OF WHITE-TAILED DEER ABUNDANCE FROM HELICOPTER SURVEYS,1989,,,27,semantic_scholar,0,1,,exclude,no-spread
ttl:rapiddesignandvirtualtestingofuavwithinthedeeframework,,Rapid Design and Virtual Testing of UAV Within the DEE Framework,2011,,,0,semantic_scholar,0,1,,exclude,no-spread
ttl:genderdifferencesinspatialcognitionwayfindingperformanceandsketchmappingactivityofgermanspeakers,,Gender Differences in Spatial Cognition: Wayfinding Performance and Sketch Mapping Activity of German Speakers,2010,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.3390/rs12010139,10.3390/rs12010139,Individual Grapevine Analysis in a Multi-Temporal Context Using UAV-Based Multi-Sensor Imagery,2020,Remote Sensing,,52,semantic_scholar,0,0,,exclude,off-topic
doi:10.28927/sr.2026.004925,10.28927/sr.2026.004925,"Rockfall hazard assessment using detailed digital surface models at Portão do Inferno/Mato Grosso, Brazil",2005,Soils and Rocks,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1144/gsl.qjeg.1979.012.03.05,10.1144/gsl.qjeg.1979.012.03.05,An example of the value of infra-red multispectral remote sensing in mapping,1979,Quarterly Journal of Engineering Geology,,2,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/psp.1795,10.1002/psp.1795,Counting Nomads: British Census Attempts and Tent Counts of the Negev Bedouin 1917 to 1948,2014,,,8,semantic_scholar,0,1,,exclude,no-spread
doi:10.23939/istcgcap2020.92.015,10.23939/istcgcap2020.92.015,"GEODESY, CARTOGRAPHY AND AERIAL PHOTOGRAPHY",2020,GEODESY CARTOGRAPHY AND AERIAL PHOTOGRAPHY,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1088/1755-1315/540/1/012014,10.1088/1755-1315/540/1/012014,Mapping of Archaeological Sites using UAV Aerial Survey and PPK GNSS Ground Survey Techniques in Central Asia,2020,IOP Conference Series: Earth and Environment,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.2136/sssaj1937.03615995000100000081x,10.2136/sssaj1937.03615995000100000081x,A System for Correlation of Land Forms and Covers with Soil Classification,1937,,,0,semantic_scholar,0,1,,exclude,out-of-window
ttl:economicassessmentofclimaterelateddisasterlossesintheforestrysectorinbelaruscurrentstatusandareasforimprovementbasedoninternationalexperience,,Economic Assessment of Climate-related Disaster Losses in the Forestry Sector in Belarus : Current Status and Areas for Improvement Based on International Experience,2018,,,0,semantic_scholar,0,1,,exclude,no-spread
ttl:theaccuracyoffixedwingaerialsurveysofferalhorsesonacoastalbarrierisland,,The Accuracy of Fixed-Wing Aerial Surveys of Feral Horses on a Coastal Barrier Island,1990,,,2,semantic_scholar,0,1,,exclude,off-topic
doi:10.33120/popp-vol22-year2019-28,10.33120/popp-vol22-year2019-28,MAPPING DISPLACEMENT,2019,,,1,semantic_scholar,0,0,,exclude,off-topic
ttl:directgeoreferencing,,항측용 디지털카메라의 Direct Georeferencing을 위한 테스트사이트별 정확도 평가,2014,,,0,semantic_scholar,0,1,,exclude,not-english
doi:10.3389/fcteg.2022.836720,10.3389/fcteg.2022.836720,Aerial Survey Robotics in Extreme Environments: Mapping Volcanic CO2 Emissions With Flocking UAVs,2022,Frontiers in Control Engineering,,13,semantic_scholar,0,0,,exclude,off-topic
doi:10.5339/qfarf.2010.ahp6,10.5339/qfarf.2010.ahp6,4D Doha: mapping Qatar's built environment over time,2010,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.foreco.2020.118390,10.1016/j.foreco.2020.118390,"Retention of large, old trees in alternatives to clearcutting with a comparison of ground- and helicopter-based assessments",2020,,,4,semantic_scholar,0,0,q6,pass,
doi:10.5194/isprs-archives-xlii-2-w11-187-2019,10.5194/isprs-archives-xlii-2-w11-187-2019,POINT CLOUD SEGMENTATION USING IMAGE PROCESSING TECHNIQUES FOR STRUCTURAL ANALYSIS,2019,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,25,semantic_scholar,0,0,,exclude,off-topic
doi:10.1650/condor-16-57.1,10.1650/condor-16-57.1,"High-resolution sea duck distribution modeling: Relating aerial and ship survey data to food resources, anthropogenic pressures, and topographic variables",2017,The Condor,,15,semantic_scholar,0,1,,exclude,no-spread
doi:10.1111/gcb.12805,10.1111/gcb.12805,Factors affecting fall down rates of dead aspen (Populus tremuloides) biomass following severe drought in west‐central Canada,2015,Global Change Biology,,24,semantic_scholar,0,1,,exclude,no-spread
doi:10.1080/15481603.2014.883213,10.1080/15481603.2014.883213,Forest transportation survey based on airborne laser scanning data and GIS analyses,2014,,,11,semantic_scholar,0,1,,exclude,no-spread
doi:10.1109/oceans.2003.178557,10.1109/oceans.2003.178557,Low-cost aerial surveys for coastal studies,2003,Oceans 2003. Celebrating the Past ... Teaming Toward the Future (IEEE Cat. No.03CH37492),,1,semantic_scholar,0,1,,exclude,off-topic
doi:10.1080/17445647.2020.1748130,10.1080/17445647.2020.1748130,High-resolution orthophoto map and digital surface models of the largest Argentine Islands (the Antarctic) from unmanned aerial vehicle photogrammetry,2020,,,34,semantic_scholar,0,0,,exclude,off-topic
doi:10.3133/ofr85184,10.3133/ofr85184,Inertial instrument system for aerial surveying,1985,,,3,semantic_scholar,0,1,,exclude,off-topic
doi:10.5772/30537,10.5772/30537,Hybrid Positioning and Sensor Integration,2012,,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.3390/f13071120,10.3390/f13071120,"Accuracy of Defoliation Estimates from Aerial and Ground Surveys in a Boreal Forest during an Outbreak of the Hemlock Looper, Lambdina fiscellaria (Guenée)",2022,Forests,,4,semantic_scholar,0,0,q6,pass,
doi:10.2307/3800428,10.2307/3800428,Experiments in Aerial Survey,1976,,,191,semantic_scholar,0,1,,exclude,off-topic
doi:10.1109/igarss.2003.1293983,10.1109/igarss.2003.1293983,Coarse resolution satellite mapping of insect-induced tree defoliation and mortality,2003,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,1,openalex+semantic_scholar,1,0,q6 q7,pass,
ttl:projectwcf0107changesinfirehazardassociatedwithwesternsprucebudwormdefoliationintheeasterncascades,,Project WCF-01-07 : Changes in Fire Hazard Associated with Western Spruce Budworm Defoliation in the Eastern Cascades,2012,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.2193/2009-386,10.2193/2009-386,Coarse-Scale Distribution Surveys and Occurrence Probability Modeling for Wolverine in Interior Alaska,2010,,,21,semantic_scholar,0,1,,exclude,no-spread
ttl:distribuciondeabundanciasdeguanacoslamaguanicoeenlosdistintosambientesdetierradelfuegoargentina,,"DISTRIBUCIÓN DE ABUNDANCIAS DE GUANACOS (Lama guanicoe) EN LOS DISTINTOS AMBIENTES DE TIERRA DEL FUEGO, ARGENTINA",2000,,,36,semantic_scholar,0,1,,exclude,no-spread
ttl:cartographyandaerialphotographydevelopmentandinvestigationofuavforaerialsurveying,,CARTOGRAPHY AND AERIAL PHOTOGRAPHY DEVELOPMENT AND INVESTIGATION OF UAV FOR AERIAL SURVEYING,,,,3,semantic_scholar,0,1,,exclude,out-of-window
doi:10.1117/12.3067724,10.1117/12.3067724,Monitoring of mining subsidence based on UAV photogrammetry technology,2025,Other Conferences,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.5849/wjaf.12-010,10.5849/wjaf.12-010,Comparing Aerial Detection and Photo Interpretation for Conducting Forest Health Surveys,2013,,,19,openalex+semantic_scholar,1,0,q6,pass,
doi:10.5194/isprs-archives-xli-b3-775-2016,10.5194/isprs-archives-xli-b3-775-2016,New Approach for forest inventory estimation and timber harvesting planning in mountain areas: the SLOPE project,2016,,,8,semantic_scholar,0,0,q6 q7,pass,
doi:10.1656/045.016.n313,10.1656/045.016.n313,Winter Habitat Associations of a Low-Density Moose (Alces americanus) Population in Central Labrador,2009,,,13,semantic_scholar,0,1,,exclude,no-spread
ttl:arealtimephotogrammetricmappingsystem,,A REAL-TIME PHOTOGRAMMETRIC MAPPING SYSTEM,2004,,,6,semantic_scholar,0,1,,exclude,no-spread
ttl:cyclicityofforestfireoccurrenceatkolapeninsulanorthwesternrussiainconnectiontometeorologicalandsolaractivity,,Cyclicity of forest fire occurrence at Kola Peninsula (North-Western Russia) in connection to meteorological and solar activity,2010,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.5194/isprsarchives-xxxix-b1-149-2012,10.5194/isprsarchives-xxxix-b1-149-2012,CALIBRATION PROCEDURES IN MID FORMAT CAMERA SETUPS,2012,,,4,semantic_scholar,0,0,,exclude,off-topic
doi:10.5194/isprs-archives-xlii-3-w8-209-2019,10.5194/isprs-archives-xlii-3-w8-209-2019,APPLICABILITY ASSESSMENT OF UAV MAPPING FOR DISASTER DAMAGE INVESTIGATION IN KOREA,2019,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,11,semantic_scholar,0,0,q6,pass,
doi:10.11606/d.3.2012.tde-26072013-142950,10.11606/d.3.2012.tde-26072013-142950,"O levantamento pioneiro da SARA Brasil: histórico, tecnologia empregada e avaliação dos produtos.",2012,,,1,semantic_scholar,0,0,,exclude,off-topic
doi:10.1080/01431161.2026.2617734,10.1080/01431161.2026.2617734,Mapping the extent and severity of tree mortality and defoliation caused by spruce budworm using landsat time series,2026,International Journal of Remote Sensing,,0,semantic_scholar,0,0,q6 q7,pass,
ttl:researchonaerialsurveysystemtechnologyofuavbornedoublecameralowaltitude,,Research on Aerial Survey System Technology of UAV Borne Double Camera Low Altitude,2014,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/rec.13640,10.1111/rec.13640,Aerial surveys reveal biotic drivers of mangrove expansion along a Thai salt flat ecotone,2022,Restoration Ecology,,5,semantic_scholar,0,0,q2 q6,pass,
doi:10.1177/0013916502238868,10.1177/0013916502238868,Just Down The Road A Piece,2003,,,255,semantic_scholar,0,1,,exclude,no-spread
doi:10.7146/kuml.v56i56.24677,10.7146/kuml.v56i56.24677,Gravhøje set fra luften,2007,Kuml,,0,semantic_scholar,0,0,q6,pass,
doi:10.1101/2025.11.19.689366,10.1101/2025.11.19.689366,"Spatially explicit forest mortality forecasts are driven by autocorrelation, not ecological context",2025,bioRxiv,,0,semantic_scholar,0,0,q6 q7,pass,
doi:10.1016/0378-1127(90)90115-r,10.1016/0378-1127(90)90115-r,Evaluating small-format photogrammetry for forest and wildlife surveys: Euclidean vs. fractal geometry.,1990,,,6,semantic_scholar,0,1,,exclude,no-spread
doi:10.1080/10941665.2021.1908381,10.1080/10941665.2021.1908381,Revealing recreational settlement image from tourist sketch maps: a mediterranean holiday village,2021,,,9,semantic_scholar,0,0,,exclude,off-topic
doi:10.1109/tgrs.1983.350554,10.1109/tgrs.1983.350554,Mapping And Analysis of Aerial Conductivity Measurements from INPUT System over Geothermal Areas,1983,IEEE Transactions on Geoscience and Remote Sensing,,1,semantic_scholar,0,1,,exclude,no-spread
ttl:istheforesthealthymidatlanticnorthcentralnewenglandandnewyorkregions,,"Is the Forest Healthy? (Mid-Atlantic, North Central, New England, and New York Regions)",1997,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1111/geoj.12330,10.1111/geoj.12330,Integrating sketch mapping and hot spot analysis to enhance capacity for community‐level flood and disaster risk management,2020,Geography Journal,,38,semantic_scholar,0,1,,exclude,off-topic
doi:10.36038/0234-2774-2025-26-4-75-84,10.36038/0234-2774-2025-26-4-75-84,Unmanned aerial vehicles as one of the tools for assessing pacific salmon runs in Kamchatka territory,2025,Problems of fisheries,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1179/sre.1933.2.10.206,10.1179/sre.1933.2.10.206,THE PROJECTIVE TRANSFORMATION IN AERIAL SURVEYING,1933,,,0,semantic_scholar,0,1,,exclude,out-of-window
ttl:influenceofgpsdatafixedduringtheflightforaerialsurveyandaerialtriangulation,,INFLUENCE OF GPS DATA FIXED DURING THE FLIGHT FOR AERIAL SURVEY AND AERIAL TRIANGULATION,2010,,,1,semantic_scholar,0,1,,exclude,off-topic
doi:10.1515/rgg-2017-0009,10.1515/rgg-2017-0009,Accuracy Investigation of Creating Orthophotomaps Based on Images Obtained by Applying Trimble-UX5 UAV,2017,,,6,semantic_scholar,0,0,,exclude,off-topic
doi:10.1653/024.097.0335,10.1653/024.097.0335,Expansion and Impact of Laurel Wilt in the Florida Everglades,2014,,,20,semantic_scholar,0,0,q6,pass,
doi:10.1016/j.apgeog.2016.04.001,10.1016/j.apgeog.2016.04.001,Does base map size and imagery matter in sketch mapping,2016,,,17,semantic_scholar,0,1,,exclude,off-topic
doi:10.1111/j.1477-9730.1958.tb01101.x,10.1111/j.1477-9730.1958.tb01101.x,POSSIBILITIES AND LIMITATIONS FOR ELIMINATION OF DISTORTION IN AERIAL PHOTOGRAPHS,2006,,,14,semantic_scholar,0,1,,exclude,no-spread
doi:10.3755/galaxea.g2021_s13pg,10.3755/galaxea.g2021_s13pg,"Bird-view of the reef flat off Sesoko Station on the east coast of Sesoko Island, Okinawa, Japan obtained by aerial survey",2021,Galaxea Journal of Coral Reef Studies,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.2991/icamcs-16.2016.22,10.2991/icamcs-16.2016.22,Aerial Survey and Scanning Point Cloud Data Acquisition & Modeling Technology for Hydropower Engineering,2016,,,3,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s12524-020-01287-1,10.1007/s12524-020-01287-1,Mapping and Electronic Publishing of Shoreline Changes using UAV Remote Sensing and GIS,2021,Journal of the Indian Society of Remote Sensing,,15,semantic_scholar,0,1,q7,pass,
doi:10.1117/12.3032247,10.1117/12.3032247,Design and implementation of IDL-based batch processing for DMCIII aerial image reflectance retrieval,2024,Other Conferences,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.2307/4081890,10.2307/4081890,DISTRIBUTION AND ECOLOGY OF WHISTLING SWANS IN THE CHESAPEAKE BAY REGION,1958,,,18,semantic_scholar,0,1,,exclude,no-spread
doi:10.5194/isprs-archives-xli-b4-619-2016,10.5194/isprs-archives-xli-b4-619-2016,TRUEDOP – A NEW QUALITY STEP FOR OFFICIAL ORTHOPHOTOS,2016,,,2,semantic_scholar,0,0,q7,pass,
doi:10.1134/s2079096125700210,10.1134/s2079096125700210,Analysis of the Informativeness of Spectral Vegetation Indices for Satellite Mapping of Open Sands and Deflated Territories of the Northwestern Caspian Sea,2025,Arid Ecosystems,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/wlb3.01368,10.1002/wlb3.01368,"A high‐altitude thermal infrared method for estimating moose abundance and demography in Rocky Mountain National Park, USA",2025,Wildlife Biology,,2,semantic_scholar,0,0,q6,pass,
doi:10.3390/f11111167,10.3390/f11111167,Ability of Remote Sensing Systems to Detect Bark Beetle Spots in the Southeastern US,2020,,,30,semantic_scholar,0,0,q6 q7,pass,
doi:10.1016/0368-3230(62)90127-1,10.1016/0368-3230(62)90127-1,AERIAL PROSPECTING IN WOODED AREAS,1962,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1109/iceect61758.2024.10739181,10.1109/iceect61758.2024.10739181,Evaluating the Utilization of Unmanned Aerial Vehicles for Afforestation,2024,2024 International Conference on Electrical Electronics and Computing Technologies (ICEECT),,2,semantic_scholar,0,0,q2 q6,pass,
ttl:agriddedforestinsectdisturbancedatasetderivedfromusdaaerialdetectionsurveysanditsapplicationinthecommunitylandmodel,,A gridded forest insect disturbance data set derived from USDA aerial detection surveys and its application in the community land model,2010,,,1,openalex+semantic_scholar,1,1,q6,pass,
doi:10.1038/s41597-025-05635-z,10.1038/s41597-025-05635-z,"Mapping the “Ghost Fleet of Mallows Bay”, Maryland with drone-based remote sensing",2025,Scientific Data,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.5194/isprs-archives-xli-b1-1149-2016,10.5194/isprs-archives-xli-b1-1149-2016,UAV SURVEYING FOR A COMPLETE MAPPING AND DOCUMENTATION OF ARCHAEOLOGICAL FINDINGS. THE EARLY NEOLITHIC SITE OF PORTONOVO,2016,,,13,semantic_scholar,0,0,,exclude,off-topic
ttl:samplingstrategiesforforestaerialdetectionsurveyincolorado,,Sampling strategies for forest aerial detection survey in Colorado,2015,,,0,semantic_scholar,0,1,q6,pass,
ttl:emergingfuturesforsaotomeprincipesinternationalairportcampus,,Emerging Futures for Sao Tome & Principe's International Airport Campus,2007,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.foreco.2020.118580,10.1016/j.foreco.2020.118580,"Recovery of aboveground biomass, species richness and composition in tropical secondary forests in SW Costa Rica",2021,,,47,semantic_scholar,0,0,q6,pass,
ttl:laserbeacontechniquesandtheoryforsatelliteboneadaptiveopticalsystem,,Laser beacon techniques and theory for satellite-bone adaptive optical system,2004,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/ecs2.70183,10.1002/ecs2.70183,An accurate and efficient semiautomated approach to counting birds: Estimating Northern Gannet colony size in Canada,2025,Ecosphere,,1,semantic_scholar,0,0,q6,pass,
doi:10.7557/2.6.2.581,10.7557/2.6.2.581,The distribution and movement patterns of four woodland caribou herds in Quebec and Labrador,1986,,,39,semantic_scholar,0,0,q6,pass,
doi:10.18174/197915,10.18174/197915,Introduction de la bionomie dans la gestion des forets tropicales denses humides,1999,,,6,semantic_scholar,0,0,q6,pass,
doi:10.1007/978-1-4613-3216-9_8,10.1007/978-1-4613-3216-9_8,Sex Attractant Traps: Their Role in the Management of Spruce Budworm,1981,,,14,semantic_scholar,0,1,,exclude,off-topic
doi:10.1016/j.foreco.2015.10.013,10.1016/j.foreco.2015.10.013,Quantification of Dryocoetes confusus-caused mortality in subalpine fir forests of southern British Columbia,2016,,,20,semantic_scholar,0,1,,exclude,no-spread
ttl:estimatingindividualtreeheightsoftheborealforestusingairbornelaseraltimetryanddigitalvideography,,ESTIMATING INDIVIDUAL TREE HEIGHTS OF THE BOREAL FOREST USING AIRBORNE LASER ALTIMETRY AND DIGITAL VIDEOGRAPHY,1999,,,18,semantic_scholar,0,1,,exclude,no-spread
doi:10.7907/2f8r-q093.,10.7907/2f8r-q093.,Geology of a Portion of the Eastern Santa Monica Mountains,,,,0,semantic_scholar,0,1,,exclude,out-of-window
doi:10.1093/jofore/fvab056,10.1093/jofore/fvab056,Supplementing the Forest Health National Aerial Survey Program with Remote Sensing during the COVID-19 Pandemic: Lessons Learned from a Collaborative Approach,2021,Journal of Forests,,11,openalex+semantic_scholar,1,0,q6 q7,pass,
doi:10.5935/1806-6690.20210006,10.5935/1806-6690.20210006,Statistical process control and mapping accuracy standards applied to aerial surveys,2021,,,1,semantic_scholar,0,0,,exclude,off-topic
doi:10.3327/jnst.26.169,10.3327/jnst.26.169,Studies on Emergency Preparedness,1989,,,1,semantic_scholar,0,1,,exclude,no-spread
ttl:investigationondigitaltopographicmappingofconstructionsiteandcrosssectionusingaerophotogrammetrictechnology,,Investigation on Digital Topographic Mapping of Construction Site and Cross-section Using Aerophotogrammetric Technology,2006,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1080/19388160802232433,10.1080/19388160802232433,Editor's Note,2008,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.7319/kogsis.2015.23.4.003,10.7319/kogsis.2015.23.4.003,Accuracy Analysis of UAV Data Processing Using DPW,2015,,,10,semantic_scholar,0,1,,exclude,no-spread
doi:10.1111/j.1477-9730.1992.tb00248.x,10.1111/j.1477-9730.1992.tb00248.x,WOODLAND ECOLOGY IN RECENT AND HISTORIC AERIAL PHOTOGRAPHS,2006,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1186/s13595-023-01192-w,10.1186/s13595-023-01192-w,Wall-to-wall mapping of carbon loss within the Chornobyl Exclusion Zone after the 2020 catastrophic wildfire,2023,Annals of Forest Science,,4,semantic_scholar,0,0,q6 q7,pass,
doi:10.1016/j.rse.2004.12.014,10.1016/j.rse.2004.12.014,A method for detecting large-scale forest cover change using coarse spatial resolution imagery,2005,,,118,semantic_scholar,0,1,,exclude,no-spread
doi:10.1117/12.3084382,10.1117/12.3084382,Research on building extraction from high-resolution UAV images based on CSDF-UNet,2025,"International Conference on Remote Sensing, Mapping, and Geographic Systems",,0,semantic_scholar,0,0,,exclude,off-topic
ttl:2001overviewreport,,2001 Overview Report,2003,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1088/1742-6596/2658/1/012035,10.1088/1742-6596/2658/1/012035,Application of Airborne Radar Variable Altitude Aerial Survey in High Precision Mapping of Mountainous Areas,2023,"Journal of Physics, Conference Series",,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1675/1524-4695(2006)29[43:tabfls]2.0.co;2,10.1675/1524-4695(2006)29[43:tabfls]2.0.co;2,Traversing a Boreal Forest Landscape: Summer Movements of Tule Greater White-fronted Geese,2006,,,5,semantic_scholar,0,1,,exclude,no-spread
doi:10.3390/f11050529,10.3390/f11050529,"Using Satellite Imagery to Evaluate Bark Beetle-Caused Tree Mortality Reported in Aerial Surveys in a Mixed Conifer Forest in Northern Idaho, USA",2020,Forests,,25,semantic_scholar,0,0,q6 q7,pass,
doi:10.1007/s12517-022-10950-5,10.1007/s12517-022-10950-5,"Application of UAV photogrammetry products for the exploration of dimension stone deposits: a case study of the Majestic Rose quarry, Kerman province, Iran",2022,Arabian Journal of Geosciences,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1590/01047760202531013505,10.1590/01047760202531013505,Assessment of the need for ground control points in aerial surveys for estimating the volume of stacked timber,2025,Cerne,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.5194/isprsarchives-xl-1-w4-361-2015,10.5194/isprsarchives-xl-1-w4-361-2015,UAV PHOTOGRAMMETRY FOR MAPPING AND MONITORING OF NORTHERN PERMAFROST LANDSCAPES,2015,,,11,semantic_scholar,0,0,q2 q7,pass,
ttl:statisticalprocesscontrolandmappingaccuracystandardsappliedtoaerialsurveys1,,Statistical process control and mapping accuracy standards applied to aerial surveys 1,,,,0,semantic_scholar,0,1,,exclude,out-of-window
doi:10.33564/ijeast.2021.v06i02.037,10.33564/ijeast.2021.v06i02.037,Adversarial Open Domain Adaption Framework (AODA): Sketch-to-Photo Synthesis,2021,International Journal of Engineering Applied Sciences and Technology,,0,semantic_scholar,0,0,,exclude,no-spread
doi:10.1038/156604b0,10.1038/156604b0,Air Photography in the Far East,1945,Nature,,4,semantic_scholar,0,1,,exclude,out-of-window
doi:10.1071/pc070264,10.1071/pc070264,"Improving the landscape scale management of Buffel Grass Cenchrus ciliaris using aerial survey, predictive modelling, and a Geographic Information System",2007,,,7,semantic_scholar,0,1,,exclude,off-topic
ttl:mappingdiversityandrelativedensityofcetaceansandotherpelagicmegafaunaacrossthetropicsgeneraldesignandprogressoftheremmoaaerialsurveysconductedinthefrencheezandadjacentwaters,,Mapping diversity and relative density of cetaceans and other pelagic megafauna across the tropics : general design and progress of the REMMOA aerial surveys conducted in the French EEZ and adjacent waters,2010,,,9,semantic_scholar,0,1,,exclude,off-topic
ttl:methodandapparatusoftakingaerialsurveys,,Method and apparatus of taking aerial surveys,2008,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1093/jof/56.3.200,10.1093/jof/56.3.200,Observation Limits for Aerial Sketch-Mapping Southern Pine Beetle Damage in the Southern Appalachians,1958,Journal of Forests,,11,semantic_scholar,0,1,q6,pass,
doi:10.5194/isprsarchives-xl-5-565-2014,10.5194/isprsarchives-xl-5-565-2014,UAV Data Processing for Large Scale Topographical Mapping,2014,,,21,semantic_scholar,0,0,,exclude,off-topic
doi:10.5194/tc-20-3051-2026,10.5194/tc-20-3051-2026,Improved workflow for customized ICESat-2 ATL06 elevations captures seasonal mountain snow depths at sub-kilometer scale,2026,The Cryosphere,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1139/z84-042,10.1139/z84-042,L'utilisation des emprises de lignes de transport d'énergie électrique par l'orignal (Alces alces) en hiver,1984,,,8,semantic_scholar,0,1,,exclude,no-spread
doi:10.46609/ijsser.2021.v06i12.013,10.46609/ijsser.2021.v06i12.013,FLOOD HAZARD VULNERABILITY MAPPING FOR DARBHANGA DISTRICT OF BIHAR USING SAR DATA: EFFORT TOWARDS EFFECTIVE DISASTER MANAGEMENT,2021,International journal of social science and economic research,,0,semantic_scholar,0,0,q6 q7,pass,
ttl:estimatesoftheincidenceofmistletoesinpinyonjuniperwoodlandsofthecoconinonationalforestarizona,,"Estimates of the incidence of mistletoes in pinyon-juniper woodlands of the Coconino National Forest, Arizona",2003,,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.2307/3799078,10.2307/3799078,Winter Golden Eagle Populations in the Southwest,1972,,,7,semantic_scholar,0,1,,exclude,no-spread
doi:10.1080/00330124.2024.2306634,10.1080/00330124.2024.2306634,Understanding Everyday Mobility of Skilled U.S. Migrants in the Pearl River Delta Region of China,2024,Professional Geographer,,1,semantic_scholar,0,0,,exclude,off-topic
